CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1856, 100
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1857, 82
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1858, 69
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1859, 76
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1860, 44
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1861, 74
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1862, 53
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1863, 56
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1864, 72
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1865, 96
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1866, 68
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1867, 63
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1868, 98
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1869, 60
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1870, 83
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1871, 87
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1872, 72
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1873, 53
CAUSE OF DEATH IN BRISTOL UNION (1856 – 1900), Diarrhoea and Dysentery, 1874, 62
