CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1901, 142
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1902, 139
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1903, 114
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1904, 181
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1905, 144
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1906, 199
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1907, 124
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1908, 138
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1909, 98
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1910, 77
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1911, 435
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1912, 87
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1913, 201
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1914, 167
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1915, 201
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1916, 142
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1917, 89
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1918, 113
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1919, 76
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1920, 101
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1921, 119
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1922, 65
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1923, 80
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1924, 62
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1925, 72
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1926, 56
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1927, 46
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1928, 45
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1929, 43
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1930, 35
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1931, 39
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1932, 43
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1933, 35
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1934, 29
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1935, 30
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1936, 40
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1937, 26
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1938, 26
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, 1939, 35
CAUSE OF DEATH  IN BRISTOL (UNION AND CITY AND COUNTY) (1901 – 1939), Diarrhoea and Dysentery, , 
