CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1979, 2
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1980, 2
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1981, 3
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1982, 1
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1983, 4
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1984, 1
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1985, 3
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1986, 1
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1987, 1
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1988, 1
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1989, 2
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1990, 0
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1991, 2
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1992, 2
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1993, 2
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1994, 5
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, 1995, 3
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
CAUSE OF DEATH  IN CITY OF BRISTOL (1979 – 1995), Intestinal infectious, , 
